"level4_cod";"scientificName";"SSBS";"Best_guess_binomial";"Reference";"SSS";"Diversity_metric_type";"Study_common_taxon";"Predominant_land_use";"Use_intensity";"Km_to_nearest_edge_of_habitat";"Longitude";"Latitude";"Taxon";"Kingdom";"Phylum";"Class";"Order";"Family";"Genus";"Species";"Higher_taxon";"Measurement";"Effort_corrected_measurement";"Invasion_status"
"CPP-EC";"Potamochoerus larvatus";"LK1_2009__Hayward 1 Dwesa 44";"Potamochoerus larvatus";"Hayward 2009";"LK1_2009__Hayward 1 44";"Abundance";"Animalia";"Primary vegetation";"Light use";NA;28.84637;-32.27626;"Potamochoerus larvatus";"Animalia";"Chordata";"Mammalia";"Artiodactyla";"Suidae";"Potamochoerus";"larvatus";"Mammalia";11;38.7619047619048;"predicts_NA"
"CPP-EC";"Potamochoerus larvatus";"LK1_2009__Hayward 1 Dwesa 45";"Potamochoerus larvatus";"Hayward 2009";"LK1_2009__Hayward 1 45";"Abundance";"Animalia";"Primary vegetation";"Light use";NA;28.85011;-32.27922;"Potamochoerus larvatus";"Animalia";"Chordata";"Mammalia";"Artiodactyla";"Suidae";"Potamochoerus";"larvatus";"Mammalia";2;6.43478260869565;"predicts_NA"
"CPP-EC";"Potamochoerus larvatus";"LK1_2009__Hayward 1 Dwesa 46";"Potamochoerus larvatus";"Hayward 2009";"LK1_2009__Hayward 1 46";"Abundance";"Animalia";"Primary vegetation";"Light use";NA;28.85192;-32.2838;"Potamochoerus larvatus";"Animalia";"Chordata";"Mammalia";"Artiodactyla";"Suidae";"Potamochoerus";"larvatus";"Mammalia";11;42.8421052631579;"predicts_NA"
"CPP-EC";"Potamochoerus larvatus";"LK1_2009__Hayward 1 Dwesa 47";"Potamochoerus larvatus";"Hayward 2009";"LK1_2009__Hayward 1 47";"Abundance";"Animalia";"Primary vegetation";"Light use";NA;28.82862;-32.29751;"Potamochoerus larvatus";"Animalia";"Chordata";"Mammalia";"Artiodactyla";"Suidae";"Potamochoerus";"larvatus";"Mammalia";11;26.258064516129;"predicts_NA"
"CPP-EC";"Potamochoerus larvatus";"LK1_2009__Hayward 1 Dwesa 49";"Potamochoerus larvatus";"Hayward 2009";"LK1_2009__Hayward 1 49";"Abundance";"Animalia";"Primary vegetation";"Light use";NA;28.81837;-32.29856;"Potamochoerus larvatus";"Animalia";"Chordata";"Mammalia";"Artiodactyla";"Suidae";"Potamochoerus";"larvatus";"Mammalia";11;67.8333333333333;"predicts_NA"
"CPP-EC";"Potamochoerus larvatus";"LK1_2009__Hayward 1 Dwesa 50";"Potamochoerus larvatus";"Hayward 2009";"LK1_2009__Hayward 1 50";"Abundance";"Animalia";"Primary vegetation";"Light use";NA;28.8539;-32.2865;"Potamochoerus larvatus";"Animalia";"Chordata";"Mammalia";"Artiodactyla";"Suidae";"Potamochoerus";"larvatus";"Mammalia";1;1.20325203252033;"predicts_NA"
"CPP-EC";"Potamochoerus larvatus";"LK1_2009__Hayward 1 Dwesa 53";"Potamochoerus larvatus";"Hayward 2009";"LK1_2009__Hayward 1 53";"Abundance";"Animalia";"Primary vegetation";"Light use";NA;28.86896;-32.27427;"Potamochoerus larvatus";"Animalia";"Chordata";"Mammalia";"Artiodactyla";"Suidae";"Potamochoerus";"larvatus";"Mammalia";2;3.28888888888889;"predicts_NA"
"CPP-EC";"Potamochoerus larvatus";"LK1_2009__Hayward 1 Dwesa 54";"Potamochoerus larvatus";"Hayward 2009";"LK1_2009__Hayward 1 54";"Abundance";"Animalia";"Primary vegetation";"Light use";NA;28.85623;-32.28431;"Potamochoerus larvatus";"Animalia";"Chordata";"Mammalia";"Artiodactyla";"Suidae";"Potamochoerus";"larvatus";"Mammalia";3;13.0588235294118;"predicts_NA"
"CPP-EC";"Potamochoerus larvatus";"LK1_2009__Hayward 1 Dwesa 55";"Potamochoerus larvatus";"Hayward 2009";"LK1_2009__Hayward 1 55";"Abundance";"Animalia";"Primary vegetation";"Light use";NA;28.84661;-32.2725;"Potamochoerus larvatus";"Animalia";"Chordata";"Mammalia";"Artiodactyla";"Suidae";"Potamochoerus";"larvatus";"Mammalia";7;32.375;"predicts_NA"
"CPP-EC";"Potamochoerus larvatus";"LK1_2009__Hayward 1 Dwesa 56";"Potamochoerus larvatus";"Hayward 2009";"LK1_2009__Hayward 1 56";"Abundance";"Animalia";"Primary vegetation";"Light use";NA;28.857;-32.269;"Potamochoerus larvatus";"Animalia";"Chordata";"Mammalia";"Artiodactyla";"Suidae";"Potamochoerus";"larvatus";"Mammalia";1;7.4;"predicts_NA"
"CPP-EC";"Potamochoerus larvatus";"LK1_2009__Hayward 1 Dwesa 57";"Potamochoerus larvatus";"Hayward 2009";"LK1_2009__Hayward 1 57";"Abundance";"Animalia";"Primary vegetation";"Light use";NA;28.84352;-32.2697;"Potamochoerus larvatus";"Animalia";"Chordata";"Mammalia";"Artiodactyla";"Suidae";"Potamochoerus";"larvatus";"Mammalia";4;14.0952380952381;"predicts_NA"
"CPP-EC";"Potamochoerus larvatus";"LK1_2009__Hayward 1 Dwesa 58";"Potamochoerus larvatus";"Hayward 2009";"LK1_2009__Hayward 1 58";"Abundance";"Animalia";"Primary vegetation";"Light use";NA;28.84259;-32.26565;"Potamochoerus larvatus";"Animalia";"Chordata";"Mammalia";"Artiodactyla";"Suidae";"Potamochoerus";"larvatus";"Mammalia";2;8.22222222222222;"predicts_NA"
"CPP-EC";"Potamochoerus larvatus";"LK1_2009__Hayward 1 Dwesa 61";"Potamochoerus larvatus";"Hayward 2009";"LK1_2009__Hayward 1 61";"Abundance";"Animalia";"Primary vegetation";"Light use";NA;28.83159;-32.29168;"Potamochoerus larvatus";"Animalia";"Chordata";"Mammalia";"Artiodactyla";"Suidae";"Potamochoerus";"larvatus";"Mammalia";1;6.16666666666667;"predicts_NA"
"CPP-EC";"Potamochoerus larvatus";"LK1_2009__Hayward 1 Dwesa 62";"Potamochoerus larvatus";"Hayward 2009";"LK1_2009__Hayward 1 62";"Abundance";"Animalia";"Primary vegetation";"Light use";NA;28.85554;-32.28164;"Potamochoerus larvatus";"Animalia";"Chordata";"Mammalia";"Artiodactyla";"Suidae";"Potamochoerus";"larvatus";"Mammalia";3;6.72727272727273;"predicts_NA"
"CPP-EC";"Potamochoerus larvatus";"LK1_2009__Hayward 1 Dwesa 63";"Potamochoerus larvatus";"Hayward 2009";"LK1_2009__Hayward 1 63";"Abundance";"Animalia";"Primary vegetation";"Light use";NA;28.8276;-32.29198;"Potamochoerus larvatus";"Animalia";"Chordata";"Mammalia";"Artiodactyla";"Suidae";"Potamochoerus";"larvatus";"Mammalia";1;3.21739130434783;"predicts_NA"
"CPP-EC";"Potamochoerus larvatus";"LK1_2009__Hayward 1 Dwesa 64";"Potamochoerus larvatus";"Hayward 2009";"LK1_2009__Hayward 1 64";"Abundance";"Animalia";"Primary vegetation";"Light use";NA;28.83398;-32.28284;"Potamochoerus larvatus";"Animalia";"Chordata";"Mammalia";"Artiodactyla";"Suidae";"Potamochoerus";"larvatus";"Mammalia";10;21.1428571428571;"predicts_NA"
"CPP-EC";"Potamochoerus larvatus";"LK1_2009__Hayward 1 Dwesa 65";"Potamochoerus larvatus";"Hayward 2009";"LK1_2009__Hayward 1 65";"Abundance";"Animalia";"Primary vegetation";"Light use";NA;28.85068;-32.26886;"Potamochoerus larvatus";"Animalia";"Chordata";"Mammalia";"Artiodactyla";"Suidae";"Potamochoerus";"larvatus";"Mammalia";7;47.0909090909091;"predicts_NA"
"CPP-EC";"Potamochoerus larvatus";"LK1_2009__Hayward 1 Dwesa 66";"Potamochoerus larvatus";"Hayward 2009";"LK1_2009__Hayward 1 66";"Abundance";"Animalia";"Primary vegetation";"Light use";NA;28.85495;-32.26626;"Potamochoerus larvatus";"Animalia";"Chordata";"Mammalia";"Artiodactyla";"Suidae";"Potamochoerus";"larvatus";"Mammalia";14;57.5555555555556;"predicts_NA"
"CPP-EC";"Potamochoerus larvatus";"LK1_2009__Hayward 1 Dwesa 67";"Potamochoerus larvatus";"Hayward 2009";"LK1_2009__Hayward 1 67";"Abundance";"Animalia";"Primary vegetation";"Light use";NA;28.85887;-32.2649;"Potamochoerus larvatus";"Animalia";"Chordata";"Mammalia";"Artiodactyla";"Suidae";"Potamochoerus";"larvatus";"Mammalia";3;10.5714285714286;"predicts_NA"
"CPP-EC";"Potamochoerus larvatus";"LK1_2009__Hayward 1 Dwesa 68";"Potamochoerus larvatus";"Hayward 2009";"LK1_2009__Hayward 1 68";"Abundance";"Animalia";"Primary vegetation";"Light use";NA;28.85852;-32.25888;"Potamochoerus larvatus";"Animalia";"Chordata";"Mammalia";"Artiodactyla";"Suidae";"Potamochoerus";"larvatus";"Mammalia";6;18.5;"predicts_NA"
"CPP-EC";"Potamochoerus larvatus";"LK1_2009__Hayward 1 Dwesa 69";"Potamochoerus larvatus";"Hayward 2009";"LK1_2009__Hayward 1 69";"Abundance";"Animalia";"Primary vegetation";"Light use";NA;28.86393;-32.25497;"Potamochoerus larvatus";"Animalia";"Chordata";"Mammalia";"Artiodactyla";"Suidae";"Potamochoerus";"larvatus";"Mammalia";18;63.4285714285714;"predicts_NA"
"CPP-EC";"Potamochoerus larvatus";"LK1_2009__Hayward 1 Dwesa 70";"Potamochoerus larvatus";"Hayward 2009";"LK1_2009__Hayward 1 70";"Abundance";"Animalia";"Primary vegetation";"Light use";NA;28.82586;-32.30687;"Potamochoerus larvatus";"Animalia";"Chordata";"Mammalia";"Artiodactyla";"Suidae";"Potamochoerus";"larvatus";"Mammalia";7;57.5555555555556;"predicts_NA"
"CPP-EC";"Potamochoerus larvatus";"LK1_2009__Hayward 1 Dwesa 71";"Potamochoerus larvatus";"Hayward 2009";"LK1_2009__Hayward 1 71";"Abundance";"Animalia";"Primary vegetation";"Light use";NA;28.82161;-32.30788;"Potamochoerus larvatus";"Animalia";"Chordata";"Mammalia";"Artiodactyla";"Suidae";"Potamochoerus";"larvatus";"Mammalia";1;4.22857142857143;"predicts_NA"
"CPP-EC";"Potamochoerus larvatus";"LK1_2009__Hayward 1 Dwesa 73";"Potamochoerus larvatus";"Hayward 2009";"LK1_2009__Hayward 1 73";"Abundance";"Animalia";"Primary vegetation";"Light use";NA;28.86668;-32.25442;"Potamochoerus larvatus";"Animalia";"Chordata";"Mammalia";"Artiodactyla";"Suidae";"Potamochoerus";"larvatus";"Mammalia";5;18.5;"predicts_NA"
"CPP-EC";"Potamochoerus larvatus";"LK1_2009__Hayward 1 Dwesa 74";"Potamochoerus larvatus";"Hayward 2009";"LK1_2009__Hayward 1 74";"Abundance";"Animalia";"Primary vegetation";"Light use";NA;28.87271;-32.25331;"Potamochoerus larvatus";"Animalia";"Chordata";"Mammalia";"Artiodactyla";"Suidae";"Potamochoerus";"larvatus";"Mammalia";3;5.92;"predicts_NA"
"CPP-EC";"Potamochoerus larvatus";"LK1_2009__Hayward 1 Dwesa 76";"Potamochoerus larvatus";"Hayward 2009";"LK1_2009__Hayward 1 76";"Abundance";"Animalia";"Primary vegetation";"Light use";NA;28.88053;-32.24284;"Potamochoerus larvatus";"Animalia";"Chordata";"Mammalia";"Artiodactyla";"Suidae";"Potamochoerus";"larvatus";"Mammalia";4;14.8;"predicts_NA"
"CPP-EC";"Potamochoerus larvatus";"LK1_2009__Hayward 1 Dwesa 77";"Potamochoerus larvatus";"Hayward 2009";"LK1_2009__Hayward 1 77";"Abundance";"Animalia";"Primary vegetation";"Light use";NA;28.8945;-32.25146;"Potamochoerus larvatus";"Animalia";"Chordata";"Mammalia";"Artiodactyla";"Suidae";"Potamochoerus";"larvatus";"Mammalia";2;6.72727272727273;"predicts_NA"
"CPP-EC";"Potamochoerus larvatus";"LK1_2009__Hayward 1 Dwesa 78";"Potamochoerus larvatus";"Hayward 2009";"LK1_2009__Hayward 1 78";"Abundance";"Animalia";"Primary vegetation";"Light use";NA;28.87122;-32.2577;"Potamochoerus larvatus";"Animalia";"Chordata";"Mammalia";"Artiodactyla";"Suidae";"Potamochoerus";"larvatus";"Mammalia";8;26.9090909090909;"predicts_NA"
"CPP-EC";"Potamochoerus larvatus";"LK1_2009__Hayward 1 Dwesa 79";"Potamochoerus larvatus";"Hayward 2009";"LK1_2009__Hayward 1 79";"Abundance";"Animalia";"Primary vegetation";"Light use";NA;28.87172;-32.26303;"Potamochoerus larvatus";"Animalia";"Chordata";"Mammalia";"Artiodactyla";"Suidae";"Potamochoerus";"larvatus";"Mammalia";3;17.0769230769231;"predicts_NA"
"CPP-EC";"Potamochoerus larvatus";"LK1_2009__Hayward 1 Dwesa 80";"Potamochoerus larvatus";"Hayward 2009";"LK1_2009__Hayward 1 80";"Abundance";"Animalia";"Primary vegetation";"Light use";NA;28.87667;-32.26649;"Potamochoerus larvatus";"Animalia";"Chordata";"Mammalia";"Artiodactyla";"Suidae";"Potamochoerus";"larvatus";"Mammalia";2;9.25;"predicts_NA"
"CPP-EC";"Potamochoerus larvatus";"LK1_2009__Hayward 1 Dwesa 82";"Potamochoerus larvatus";"Hayward 2009";"LK1_2009__Hayward 1 82";"Abundance";"Animalia";"Primary vegetation";"Light use";NA;28.83667;-32.30265;"Potamochoerus larvatus";"Animalia";"Chordata";"Mammalia";"Artiodactyla";"Suidae";"Potamochoerus";"larvatus";"Mammalia";2;10.5714285714286;"predicts_NA"
"CPP-EC";"Potamochoerus larvatus";"LK1_2009__Hayward 1 Dwesa 83";"Potamochoerus larvatus";"Hayward 2009";"LK1_2009__Hayward 1 83";"Abundance";"Animalia";"Primary vegetation";"Light use";NA;28.83185;-32.27734;"Potamochoerus larvatus";"Animalia";"Chordata";"Mammalia";"Artiodactyla";"Suidae";"Potamochoerus";"larvatus";"Mammalia";13;37;"predicts_NA"
"CPP-EC";"Potamochoerus larvatus";"LK1_2009__Hayward 1 Dwesa 84";"Potamochoerus larvatus";"Hayward 2009";"LK1_2009__Hayward 1 84";"Abundance";"Animalia";"Primary vegetation";"Light use";NA;28.82951;-32.27168;"Potamochoerus larvatus";"Animalia";"Chordata";"Mammalia";"Artiodactyla";"Suidae";"Potamochoerus";"larvatus";"Mammalia";10;46.25;"predicts_NA"
"CPP-EC";"Procavia capensis";"LK1_2009__Hayward 1 Cwebe 7";"Procavia capensis";"Hayward 2009";"LK1_2009__Hayward 1 7";"Abundance";"Animalia";"Primary vegetation";"Light use";NA;28.90672;-32.22017;"Procavia capensis";"Animalia";"Chordata";"Mammalia";"Hyracoidea";"Procaviidae";"Procavia";"capensis";"Mammalia";1;1;"predicts_NA"
"CPP-EC";"Sylvicapra grimmia";"LK1_2009__Hayward 1 Cwebe 1";"Sylvicapra grimmia";"Hayward 2009";"LK1_2009__Hayward 1 1";"Abundance";"Animalia";"Primary vegetation";"Light use";NA;28.90572;-32.24295;"Sylvicapra grimmia";"Animalia";"Chordata";"Mammalia";"Artiodactyla";"Bovidae";"Sylvicapra";"grimmia";"Mammalia";8;24.6666666666667;"predicts_NA"
"CPP-EC";"Sylvicapra grimmia";"LK1_2009__Hayward 1 Cwebe 13";"Sylvicapra grimmia";"Hayward 2009";"LK1_2009__Hayward 1 13";"Abundance";"Animalia";"Primary vegetation";"Light use";NA;28.90774;-32.23504;"Sylvicapra grimmia";"Animalia";"Chordata";"Mammalia";"Artiodactyla";"Bovidae";"Sylvicapra";"grimmia";"Mammalia";1;2.69090909090909;"predicts_NA"
"CPP-EC";"Sylvicapra grimmia";"LK1_2009__Hayward 1 Cwebe 14";"Sylvicapra grimmia";"Hayward 2009";"LK1_2009__Hayward 1 14";"Abundance";"Animalia";"Primary vegetation";"Light use";NA;28.90658;-32.23534;"Sylvicapra grimmia";"Animalia";"Chordata";"Mammalia";"Artiodactyla";"Bovidae";"Sylvicapra";"grimmia";"Mammalia";2;5.69230769230769;"predicts_NA"
"CPP-EC";"Sylvicapra grimmia";"LK1_2009__Hayward 1 Cwebe 15";"Sylvicapra grimmia";"Hayward 2009";"LK1_2009__Hayward 1 15";"Abundance";"Animalia";"Primary vegetation";"Light use";NA;28.91074;-32.23638;"Sylvicapra grimmia";"Animalia";"Chordata";"Mammalia";"Artiodactyla";"Bovidae";"Sylvicapra";"grimmia";"Mammalia";1;2.46666666666667;"predicts_NA"
"CPP-EC";"Sylvicapra grimmia";"LK1_2009__Hayward 1 Cwebe 18";"Sylvicapra grimmia";"Hayward 2009";"LK1_2009__Hayward 1 18";"Abundance";"Animalia";"Primary vegetation";"Light use";NA;28.91855;-32.23161;"Sylvicapra grimmia";"Animalia";"Chordata";"Mammalia";"Artiodactyla";"Bovidae";"Sylvicapra";"grimmia";"Mammalia";1;2.27692307692308;"predicts_NA"
"CPP-EC";"Sylvicapra grimmia";"LK1_2009__Hayward 1 Cwebe 19";"Sylvicapra grimmia";"Hayward 2009";"LK1_2009__Hayward 1 19";"Abundance";"Animalia";"Primary vegetation";"Light use";NA;28.91708;-32.23314;"Sylvicapra grimmia";"Animalia";"Chordata";"Mammalia";"Artiodactyla";"Bovidae";"Sylvicapra";"grimmia";"Mammalia";1;13.4545454545455;"predicts_NA"
"CPP-EC";"Sylvicapra grimmia";"LK1_2009__Hayward 1 Cwebe 2";"Sylvicapra grimmia";"Hayward 2009";"LK1_2009__Hayward 1 2";"Abundance";"Animalia";"Primary vegetation";"Light use";NA;28.9011;-32.24184;"Sylvicapra grimmia";"Animalia";"Chordata";"Mammalia";"Artiodactyla";"Bovidae";"Sylvicapra";"grimmia";"Mammalia";2;6.16666666666667;"predicts_NA"
"CPP-EC";"Sylvicapra grimmia";"LK1_2009__Hayward 1 Cwebe 20";"Sylvicapra grimmia";"Hayward 2009";"LK1_2009__Hayward 1 20";"Abundance";"Animalia";"Primary vegetation";"Light use";NA;28.91246;-32.23625;"Sylvicapra grimmia";"Animalia";"Chordata";"Mammalia";"Artiodactyla";"Bovidae";"Sylvicapra";"grimmia";"Mammalia";1;3.28888888888889;"predicts_NA"
"CPP-EC";"Sylvicapra grimmia";"LK1_2009__Hayward 1 Cwebe 21";"Sylvicapra grimmia";"Hayward 2009";"LK1_2009__Hayward 1 21";"Abundance";"Animalia";"Primary vegetation";"Light use";NA;28.91934;-32.21939;"Sylvicapra grimmia";"Animalia";"Chordata";"Mammalia";"Artiodactyla";"Bovidae";"Sylvicapra";"grimmia";"Mammalia";1;5.48148148148148;"predicts_NA"
"CPP-EC";"Sylvicapra grimmia";"LK1_2009__Hayward 1 Cwebe 22";"Sylvicapra grimmia";"Hayward 2009";"LK1_2009__Hayward 1 22";"Abundance";"Animalia";"Primary vegetation";"Light use";NA;28.92232;-32.21957;"Sylvicapra grimmia";"Animalia";"Chordata";"Mammalia";"Artiodactyla";"Bovidae";"Sylvicapra";"grimmia";"Mammalia";1;9.25;"predicts_NA"
"CPP-EC";"Sylvicapra grimmia";"LK1_2009__Hayward 1 Cwebe 24";"Sylvicapra grimmia";"Hayward 2009";"LK1_2009__Hayward 1 24";"Abundance";"Animalia";"Primary vegetation";"Light use";NA;28.92656;-32.21608;"Sylvicapra grimmia";"Animalia";"Chordata";"Mammalia";"Artiodactyla";"Bovidae";"Sylvicapra";"grimmia";"Mammalia";1;5.48148148148148;"predicts_NA"
"CPP-EC";"Sylvicapra grimmia";"LK1_2009__Hayward 1 Cwebe 25";"Sylvicapra grimmia";"Hayward 2009";"LK1_2009__Hayward 1 25";"Abundance";"Animalia";"Primary vegetation";"Light use";NA;28.93369;-32.21527;"Sylvicapra grimmia";"Animalia";"Chordata";"Mammalia";"Artiodactyla";"Bovidae";"Sylvicapra";"grimmia";"Mammalia";1;3.97849462365591;"predicts_NA"
"CPP-EC";"Sylvicapra grimmia";"LK1_2009__Hayward 1 Cwebe 3";"Sylvicapra grimmia";"Hayward 2009";"LK1_2009__Hayward 1 3";"Abundance";"Animalia";"Primary vegetation";"Light use";NA;28.89255;-32.23806;"Sylvicapra grimmia";"Animalia";"Chordata";"Mammalia";"Artiodactyla";"Bovidae";"Sylvicapra";"grimmia";"Mammalia";2;7.04761904761905;"predicts_NA"
"CPP-EC";"Sylvicapra grimmia";"LK1_2009__Hayward 1 Cwebe 34";"Sylvicapra grimmia";"Hayward 2009";"LK1_2009__Hayward 1 34";"Abundance";"Animalia";"Primary vegetation";"Light use";NA;28.90523;-32.24109;"Sylvicapra grimmia";"Animalia";"Chordata";"Mammalia";"Artiodactyla";"Bovidae";"Sylvicapra";"grimmia";"Mammalia";1;4.11111111111111;"predicts_NA"
"CPP-EC";"Sylvicapra grimmia";"LK1_2009__Hayward 1 Cwebe 37";"Sylvicapra grimmia";"Hayward 2009";"LK1_2009__Hayward 1 37";"Abundance";"Animalia";"Primary vegetation";"Light use";NA;28.89738;-32.23269;"Sylvicapra grimmia";"Animalia";"Chordata";"Mammalia";"Artiodactyla";"Bovidae";"Sylvicapra";"grimmia";"Mammalia";4;9.25;"predicts_NA"
"CPP-EC";"Sylvicapra grimmia";"LK1_2009__Hayward 1 Cwebe 5";"Sylvicapra grimmia";"Hayward 2009";"LK1_2009__Hayward 1 5";"Abundance";"Animalia";"Primary vegetation";"Light use";NA;28.89828;-32.22535;"Sylvicapra grimmia";"Animalia";"Chordata";"Mammalia";"Artiodactyla";"Bovidae";"Sylvicapra";"grimmia";"Mammalia";1;4.7741935483871;"predicts_NA"
"CPP-EC";"Sylvicapra grimmia";"LK1_2009__Hayward 1 Cwebe 6";"Sylvicapra grimmia";"Hayward 2009";"LK1_2009__Hayward 1 6";"Abundance";"Animalia";"Primary vegetation";"Light use";NA;28.903;-32.22681;"Sylvicapra grimmia";"Animalia";"Chordata";"Mammalia";"Artiodactyla";"Bovidae";"Sylvicapra";"grimmia";"Mammalia";7;13.6315789473684;"predicts_NA"
"CPP-EC";"Sylvicapra grimmia";"LK1_2009__Hayward 1 Cwebe 8";"Sylvicapra grimmia";"Hayward 2009";"LK1_2009__Hayward 1 8";"Abundance";"Animalia";"Primary vegetation";"Light use";NA;28.91215;-32.22151;"Sylvicapra grimmia";"Animalia";"Chordata";"Mammalia";"Artiodactyla";"Bovidae";"Sylvicapra";"grimmia";"Mammalia";1;3.7948717948718;"predicts_NA"
"CPP-EC";"Sylvicapra grimmia";"LK1_2009__Hayward 1 Dwesa 38";"Sylvicapra grimmia";"Hayward 2009";"LK1_2009__Hayward 1 38";"Abundance";"Animalia";"Primary vegetation";"Light use";NA;28.82934;-32.30245;"Sylvicapra grimmia";"Animalia";"Chordata";"Mammalia";"Artiodactyla";"Bovidae";"Sylvicapra";"grimmia";"Mammalia";4;14.0952380952381;"predicts_NA"
"CPP-EC";"Sylvicapra grimmia";"LK1_2009__Hayward 1 Dwesa 39";"Sylvicapra grimmia";"Hayward 2009";"LK1_2009__Hayward 1 39";"Abundance";"Animalia";"Primary vegetation";"Light use";NA;28.8303;-32.29619;"Sylvicapra grimmia";"Animalia";"Chordata";"Mammalia";"Artiodactyla";"Bovidae";"Sylvicapra";"grimmia";"Mammalia";1;4.625;"predicts_NA"
"CPP-EC";"Sylvicapra grimmia";"LK1_2009__Hayward 1 Dwesa 41";"Sylvicapra grimmia";"Hayward 2009";"LK1_2009__Hayward 1 41";"Abundance";"Animalia";"Primary vegetation";"Light use";NA;28.83305;-32.28841;"Sylvicapra grimmia";"Animalia";"Chordata";"Mammalia";"Artiodactyla";"Bovidae";"Sylvicapra";"grimmia";"Mammalia";2;5.36231884057971;"predicts_NA"
"CPP-EC";"Sylvicapra grimmia";"LK1_2009__Hayward 1 Dwesa 42";"Sylvicapra grimmia";"Hayward 2009";"LK1_2009__Hayward 1 42";"Abundance";"Animalia";"Primary vegetation";"Light use";NA;28.8369;-32.28202;"Sylvicapra grimmia";"Animalia";"Chordata";"Mammalia";"Artiodactyla";"Bovidae";"Sylvicapra";"grimmia";"Mammalia";4;15.1794871794872;"predicts_NA"
"CPP-EC";"Sylvicapra grimmia";"LK1_2009__Hayward 1 Dwesa 46";"Sylvicapra grimmia";"Hayward 2009";"LK1_2009__Hayward 1 46";"Abundance";"Animalia";"Primary vegetation";"Light use";NA;28.85192;-32.2838;"Sylvicapra grimmia";"Animalia";"Chordata";"Mammalia";"Artiodactyla";"Bovidae";"Sylvicapra";"grimmia";"Mammalia";2;7.78947368421053;"predicts_NA"
"CPP-EC";"Sylvicapra grimmia";"LK1_2009__Hayward 1 Dwesa 49";"Sylvicapra grimmia";"Hayward 2009";"LK1_2009__Hayward 1 49";"Abundance";"Animalia";"Primary vegetation";"Light use";NA;28.81837;-32.29856;"Sylvicapra grimmia";"Animalia";"Chordata";"Mammalia";"Artiodactyla";"Bovidae";"Sylvicapra";"grimmia";"Mammalia";2;12.3333333333333;"predicts_NA"
"CPP-EC";"Sylvicapra grimmia";"LK1_2009__Hayward 1 Dwesa 61";"Sylvicapra grimmia";"Hayward 2009";"LK1_2009__Hayward 1 61";"Abundance";"Animalia";"Primary vegetation";"Light use";NA;28.83159;-32.29168;"Sylvicapra grimmia";"Animalia";"Chordata";"Mammalia";"Artiodactyla";"Bovidae";"Sylvicapra";"grimmia";"Mammalia";1;6.16666666666667;"predicts_NA"
"CPP-EC";"Sylvicapra grimmia";"LK1_2009__Hayward 1 Dwesa 63";"Sylvicapra grimmia";"Hayward 2009";"LK1_2009__Hayward 1 63";"Abundance";"Animalia";"Primary vegetation";"Light use";NA;28.8276;-32.29198;"Sylvicapra grimmia";"Animalia";"Chordata";"Mammalia";"Artiodactyla";"Bovidae";"Sylvicapra";"grimmia";"Mammalia";2;6.43478260869565;"predicts_NA"
"CPP-EC";"Sylvicapra grimmia";"LK1_2009__Hayward 1 Dwesa 71";"Sylvicapra grimmia";"Hayward 2009";"LK1_2009__Hayward 1 71";"Abundance";"Animalia";"Primary vegetation";"Light use";NA;28.82161;-32.30788;"Sylvicapra grimmia";"Animalia";"Chordata";"Mammalia";"Artiodactyla";"Bovidae";"Sylvicapra";"grimmia";"Mammalia";2;8.45714285714286;"predicts_NA"
"CPP-EC";"Sylvicapra grimmia";"LK1_2009__Hayward 1 Dwesa 79";"Sylvicapra grimmia";"Hayward 2009";"LK1_2009__Hayward 1 79";"Abundance";"Animalia";"Primary vegetation";"Light use";NA;28.87172;-32.26303;"Sylvicapra grimmia";"Animalia";"Chordata";"Mammalia";"Artiodactyla";"Bovidae";"Sylvicapra";"grimmia";"Mammalia";2;11.3846153846154;"predicts_NA"
"CPP-EC";"Sylvicapra grimmia";"LK1_2009__Hayward 1 Dwesa 81";"Sylvicapra grimmia";"Hayward 2009";"LK1_2009__Hayward 1 81";"Abundance";"Animalia";"Primary vegetation";"Light use";NA;28.83452;-32.30242;"Sylvicapra grimmia";"Animalia";"Chordata";"Mammalia";"Artiodactyla";"Bovidae";"Sylvicapra";"grimmia";"Mammalia";1;8.70588235294118;"predicts_NA"
"CPP-EC";"Sylvicapra grimmia";"LK1_2009__Hayward 1 Dwesa 84";"Sylvicapra grimmia";"Hayward 2009";"LK1_2009__Hayward 1 84";"Abundance";"Animalia";"Primary vegetation";"Light use";NA;28.82951;-32.27168;"Sylvicapra grimmia";"Animalia";"Chordata";"Mammalia";"Artiodactyla";"Bovidae";"Sylvicapra";"grimmia";"Mammalia";2;9.25;"predicts_NA"
"CPP-EC";"Syncerus caffer";"LK1_2009__Hayward 1 Dwesa 62";"Syncerus caffer";"Hayward 2009";"LK1_2009__Hayward 1 62";"Abundance";"Animalia";"Primary vegetation";"Light use";NA;28.85554;-32.28164;"Syncerus caffer";"Animalia";"Chordata";"Mammalia";"Artiodactyla";"Bovidae";"Syncerus";"caffer";"Mammalia";4;8.96969696969697;"predicts_NA"
