"level4_cod";"scientificName";"SSBS";"Best_guess_binomial";"Reference";"SSS";"Diversity_metric_type";"Study_common_taxon";"Predominant_land_use";"Use_intensity";"Km_to_nearest_edge_of_habitat";"Longitude";"Latitude";"Taxon";"Kingdom";"Phylum";"Class";"Order";"Family";"Genus";"Species";"Higher_taxon";"Measurement";"Effort_corrected_measurement";"exist";"note";"status_p";"status.g";"pg"
"BZN-AM";"Strumigenys elongata";"HB1_2000__Vasconcelos 1  4";"Strumigenys elongata";"Vasconcelos et al. 2000";"HB1_2000__Vasconcelos 1 4";"Abundance";"Formicidae";"Intermediate secondary vegetation";"Minimal use";NA;-60.1833333333333;-2.63472222222222;"Strumigenys elongata";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Formicidae";"Strumigenys";"elongata";"Hymenoptera";1;1;"exact";NA;"predicts";NA;"predicts_NA"
"BZN-AM";"Strumigenys elongata";"HB1_2000__Vasconcelos 1  5";"Strumigenys elongata";"Vasconcelos et al. 2000";"HB1_2000__Vasconcelos 1 5";"Abundance";"Formicidae";"Intermediate secondary vegetation";"Minimal use";NA;-60.1833333333333;-2.63472222222222;"Strumigenys elongata";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Formicidae";"Strumigenys";"elongata";"Hymenoptera";2;2;"exact";NA;"predicts";NA;"predicts_NA"
"BZN-AM";"Strumigenys elongata";"HB1_2000__Vasconcelos 1  6";"Strumigenys elongata";"Vasconcelos et al. 2000";"HB1_2000__Vasconcelos 1 6";"Abundance";"Formicidae";"Intermediate secondary vegetation";"Minimal use";NA;-60.1833333333333;-2.63472222222222;"Strumigenys elongata";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Formicidae";"Strumigenys";"elongata";"Hymenoptera";6;6;"exact";NA;"predicts";NA;"predicts_NA"
"BZN-AM";"Strumigenys elongata";"HB1_2000__Vasconcelos 1  8";"Strumigenys elongata";"Vasconcelos et al. 2000";"HB1_2000__Vasconcelos 1 8";"Abundance";"Formicidae";"Young secondary vegetation";"Minimal use";NA;-60.1833333333333;-2.63472222222222;"Strumigenys elongata";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Formicidae";"Strumigenys";"elongata";"Hymenoptera";3;3;"exact";NA;"predicts";NA;"predicts_NA"
"BZN-AM";"Strumigenys elongata";"HB1_2000__Vasconcelos 1  9";"Strumigenys elongata";"Vasconcelos et al. 2000";"HB1_2000__Vasconcelos 1 9";"Abundance";"Formicidae";"Young secondary vegetation";"Minimal use";NA;-60.1833333333333;-2.63472222222222;"Strumigenys elongata";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Formicidae";"Strumigenys";"elongata";"Hymenoptera";2;2;"exact";NA;"predicts";NA;"predicts_NA"
"BZN-AM";"Strumigenys prospiciens";"HB1_2000__Vasconcelos 1  2";"Strumygenys prox";"Vasconcelos et al. 2000";"HB1_2000__Vasconcelos 1 2";"Abundance";"Formicidae";"Primary vegetation";"Minimal use";NA;-60.1833333333333;-2.63472222222222;"Strumigenys";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Formicidae";"Strumigenys";NA;"Hymenoptera";9;9;"none";"corrected";"predicts";NA;"predicts_NA"
"BZN-AM";"Strumigenys prospiciens";"HB1_2000__Vasconcelos 1  8";"Strumygenys prox";"Vasconcelos et al. 2000";"HB1_2000__Vasconcelos 1 8";"Abundance";"Formicidae";"Young secondary vegetation";"Minimal use";NA;-60.1833333333333;-2.63472222222222;"Strumigenys";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Formicidae";"Strumigenys";NA;"Hymenoptera";1;1;"none";"corrected";"predicts";NA;"predicts_NA"
"BZN-AM";"Strumigenys trudifera";"HB1_2000__Vasconcelos 1  3";"Strumigenys trudifera";"Vasconcelos et al. 2000";"HB1_2000__Vasconcelos 1 3";"Abundance";"Formicidae";"Primary vegetation";"Minimal use";NA;-60.1833333333333;-2.63472222222222;"Strumigenys trudifera";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Formicidae";"Strumigenys";"trudifera";"Hymenoptera";1;1;"exact";NA;"predicts";NA;"predicts_NA"
"BZN-AM";"Strumigenys trudifera";"HB1_2000__Vasconcelos 1  4";"Strumigenys trudifera";"Vasconcelos et al. 2000";"HB1_2000__Vasconcelos 1 4";"Abundance";"Formicidae";"Intermediate secondary vegetation";"Minimal use";NA;-60.1833333333333;-2.63472222222222;"Strumigenys trudifera";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Formicidae";"Strumigenys";"trudifera";"Hymenoptera";9;9;"exact";NA;"predicts";NA;"predicts_NA"
"BZN-AM";"Strumigenys trudifera";"HB1_2000__Vasconcelos 1  5";"Strumigenys trudifera";"Vasconcelos et al. 2000";"HB1_2000__Vasconcelos 1 5";"Abundance";"Formicidae";"Intermediate secondary vegetation";"Minimal use";NA;-60.1833333333333;-2.63472222222222;"Strumigenys trudifera";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Formicidae";"Strumigenys";"trudifera";"Hymenoptera";3;3;"exact";NA;"predicts";NA;"predicts_NA"
"BZN-AM";"Strumigenys trudifera";"HB1_2000__Vasconcelos 1  6";"Strumigenys trudifera";"Vasconcelos et al. 2000";"HB1_2000__Vasconcelos 1 6";"Abundance";"Formicidae";"Intermediate secondary vegetation";"Minimal use";NA;-60.1833333333333;-2.63472222222222;"Strumigenys trudifera";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Formicidae";"Strumigenys";"trudifera";"Hymenoptera";2;2;"exact";NA;"predicts";NA;"predicts_NA"
"BZN-AM";"Strumigenys trudifera";"HB1_2000__Vasconcelos 1  7";"Strumigenys trudifera";"Vasconcelos et al. 2000";"HB1_2000__Vasconcelos 1 7";"Abundance";"Formicidae";"Young secondary vegetation";"Minimal use";NA;-60.1833333333333;-2.63472222222222;"Strumigenys trudifera";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Formicidae";"Strumigenys";"trudifera";"Hymenoptera";1;1;"exact";NA;"predicts";NA;"predicts_NA"
"BZN-AM";"Strumigenys trudifera";"HB1_2000__Vasconcelos 1  8";"Strumigenys trudifera";"Vasconcelos et al. 2000";"HB1_2000__Vasconcelos 1 8";"Abundance";"Formicidae";"Young secondary vegetation";"Minimal use";NA;-60.1833333333333;-2.63472222222222;"Strumigenys trudifera";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Formicidae";"Strumigenys";"trudifera";"Hymenoptera";1;1;"exact";NA;"predicts";NA;"predicts_NA"
"BZN-AM";"Strumigenys trudifera";"HB1_2000__Vasconcelos 1  9";"Strumigenys trudifera";"Vasconcelos et al. 2000";"HB1_2000__Vasconcelos 1 9";"Abundance";"Formicidae";"Young secondary vegetation";"Minimal use";NA;-60.1833333333333;-2.63472222222222;"Strumigenys trudifera";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Formicidae";"Strumigenys";"trudifera";"Hymenoptera";2;2;"exact";NA;"predicts";NA;"predicts_NA"
"BZN-AM";"Trachymyrmex bugnioni";"HB1_2000__Vasconcelos 1  1";"Trachymyrmex bugnioni";"Vasconcelos et al. 2000";"HB1_2000__Vasconcelos 1 1";"Abundance";"Formicidae";"Primary vegetation";"Minimal use";NA;-60.1833333333333;-2.63472222222222;"Trachymyrmex bugnioni";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Formicidae";"Trachymyrmex";"bugnioni";"Hymenoptera";8;8;"exact";NA;"predicts";NA;"predicts_NA"
"BZN-AM";"Trachymyrmex bugnioni";"HB1_2000__Vasconcelos 1  4";"Trachymyrmex bugnioni";"Vasconcelos et al. 2000";"HB1_2000__Vasconcelos 1 4";"Abundance";"Formicidae";"Intermediate secondary vegetation";"Minimal use";NA;-60.1833333333333;-2.63472222222222;"Trachymyrmex bugnioni";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Formicidae";"Trachymyrmex";"bugnioni";"Hymenoptera";1;1;"exact";NA;"predicts";NA;"predicts_NA"
"BZN-AM";"Trachymyrmex bugnioni";"HB1_2000__Vasconcelos 1  5";"Trachymyrmex bugnioni";"Vasconcelos et al. 2000";"HB1_2000__Vasconcelos 1 5";"Abundance";"Formicidae";"Intermediate secondary vegetation";"Minimal use";NA;-60.1833333333333;-2.63472222222222;"Trachymyrmex bugnioni";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Formicidae";"Trachymyrmex";"bugnioni";"Hymenoptera";1;1;"exact";NA;"predicts";NA;"predicts_NA"
"BZN-AM";"Trachymyrmex bugnioni";"HB1_2000__Vasconcelos 1  6";"Trachymyrmex bugnioni";"Vasconcelos et al. 2000";"HB1_2000__Vasconcelos 1 6";"Abundance";"Formicidae";"Intermediate secondary vegetation";"Minimal use";NA;-60.1833333333333;-2.63472222222222;"Trachymyrmex bugnioni";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Formicidae";"Trachymyrmex";"bugnioni";"Hymenoptera";4;4;"exact";NA;"predicts";NA;"predicts_NA"
"BZN-AM";"Trachymyrmex bugnioni";"HB1_2000__Vasconcelos 1  7";"Trachymyrmex bugnioni";"Vasconcelos et al. 2000";"HB1_2000__Vasconcelos 1 7";"Abundance";"Formicidae";"Young secondary vegetation";"Minimal use";NA;-60.1833333333333;-2.63472222222222;"Trachymyrmex bugnioni";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Formicidae";"Trachymyrmex";"bugnioni";"Hymenoptera";4;4;"exact";NA;"predicts";NA;"predicts_NA"
"BZN-AM";"Trachymyrmex bugnioni";"HB1_2000__Vasconcelos 1  9";"Trachymyrmex bugnioni";"Vasconcelos et al. 2000";"HB1_2000__Vasconcelos 1 9";"Abundance";"Formicidae";"Young secondary vegetation";"Minimal use";NA;-60.1833333333333;-2.63472222222222;"Trachymyrmex bugnioni";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Formicidae";"Trachymyrmex";"bugnioni";"Hymenoptera";4;4;"exact";NA;"predicts";NA;"predicts_NA"
"BZN-AM";"Trachymyrmex cornetzi";"HB1_1999__Vasconcelos 1  2";"Trachymyrmex cornetzi";"Vasconcelos 1999";"HB1_1999__Vasconcelos 1 2";"Abundance";"Formicidae";"Primary vegetation";"Minimal use";NA;-60.0952777777778;-2.34111111111111;"Trachymyrmex cornetzi";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Formicidae";"Trachymyrmex";"cornetzi";"Hymenoptera";9;9;"exact";NA;"predicts";NA;"predicts_NA"
"BZN-AM";"Trachymyrmex cornetzi";"HB1_2000__Vasconcelos 1  3";"Trachymyrmex cornetzi";"Vasconcelos et al. 2000";"HB1_2000__Vasconcelos 1 3";"Abundance";"Formicidae";"Primary vegetation";"Minimal use";NA;-60.1833333333333;-2.63472222222222;"Trachymyrmex cornetzi";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Formicidae";"Trachymyrmex";"cornetzi";"Hymenoptera";2;2;"exact";NA;"predicts";NA;"predicts_NA"
"BZN-AM";"Trachymyrmex cornetzi";"HB1_2000__Vasconcelos 1  4";"Trachymyrmex cornetzi";"Vasconcelos et al. 2000";"HB1_2000__Vasconcelos 1 4";"Abundance";"Formicidae";"Intermediate secondary vegetation";"Minimal use";NA;-60.1833333333333;-2.63472222222222;"Trachymyrmex cornetzi";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Formicidae";"Trachymyrmex";"cornetzi";"Hymenoptera";2;2;"exact";NA;"predicts";NA;"predicts_NA"
"BZN-AM";"Trachymyrmex cornetzi";"HB1_2000__Vasconcelos 1  7";"Trachymyrmex cornetzi";"Vasconcelos et al. 2000";"HB1_2000__Vasconcelos 1 7";"Abundance";"Formicidae";"Young secondary vegetation";"Minimal use";NA;-60.1833333333333;-2.63472222222222;"Trachymyrmex cornetzi";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Formicidae";"Trachymyrmex";"cornetzi";"Hymenoptera";1;1;"exact";NA;"predicts";NA;"predicts_NA"
"BZN-AM";"Trachymyrmex cornetzi";"HB1_2000__Vasconcelos 1  9";"Trachymyrmex cornetzi";"Vasconcelos et al. 2000";"HB1_2000__Vasconcelos 1 9";"Abundance";"Formicidae";"Young secondary vegetation";"Minimal use";NA;-60.1833333333333;-2.63472222222222;"Trachymyrmex cornetzi";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Formicidae";"Trachymyrmex";"cornetzi";"Hymenoptera";1;1;"exact";NA;"predicts";NA;"predicts_NA"
"BZN-AM";"Trachymyrmex opulentus";"HB1_2000__Vasconcelos 1  5";"Trachymyrmex opulentus";"Vasconcelos et al. 2000";"HB1_2000__Vasconcelos 1 5";"Abundance";"Formicidae";"Intermediate secondary vegetation";"Minimal use";NA;-60.1833333333333;-2.63472222222222;"Trachymyrmex opulentus";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Formicidae";"Trachymyrmex";"opulentus";"Hymenoptera";1;1;"exact";NA;"predicts";NA;"predicts_NA"
"BZN-AM";"Trachymyrmex opulentus";"HB1_2000__Vasconcelos 1  8";"Trachymyrmex opulentus";"Vasconcelos et al. 2000";"HB1_2000__Vasconcelos 1 8";"Abundance";"Formicidae";"Young secondary vegetation";"Minimal use";NA;-60.1833333333333;-2.63472222222222;"Trachymyrmex opulentus";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Formicidae";"Trachymyrmex";"opulentus";"Hymenoptera";1;1;"exact";NA;"predicts";NA;"predicts_NA"
"BZN-AM";"Trachymyrmex relictus";"HB1_1999__Vasconcelos 1  3";"Trachymyrmex relictus";"Vasconcelos 1999";"HB1_1999__Vasconcelos 1 3";"Abundance";"Formicidae";"Intermediate secondary vegetation";"Minimal use";NA;-59.9636111111111;-2.36083333333333;"Trachymyrmex relictus";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Formicidae";"Trachymyrmex";"relictus";"Hymenoptera";1;1;"exact";NA;"predicts";NA;"predicts_NA"
"BZN-AM";"Trachymyrmex relictus";"HB1_2000__Vasconcelos 1  7";"Trachymyrmex relictus";"Vasconcelos et al. 2000";"HB1_2000__Vasconcelos 1 7";"Abundance";"Formicidae";"Young secondary vegetation";"Minimal use";NA;-60.1833333333333;-2.63472222222222;"Trachymyrmex relictus";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Formicidae";"Trachymyrmex";"relictus";"Hymenoptera";1;1;"exact";NA;"predicts";NA;"predicts_NA"
"BZN-AM";"Wasmannia auropunctata";"HB1_1999__Vasconcelos 1  1";"Wasmannia auropunctata";"Vasconcelos 1999";"HB1_1999__Vasconcelos 1 1";"Abundance";"Formicidae";"Young secondary vegetation";"Minimal use";NA;-60.1047222222222;-2.33916666666667;"Wasmannia auropunctata";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Formicidae";"Wasmannia";"auropunctata";"Hymenoptera";6;6;"exact";NA;"predicts";NA;"predicts_NA"
"BZN-AM";"Wasmannia auropunctata";"HB1_1999__Vasconcelos 1  2";"Wasmannia auropunctata";"Vasconcelos 1999";"HB1_1999__Vasconcelos 1 2";"Abundance";"Formicidae";"Primary vegetation";"Minimal use";NA;-60.0952777777778;-2.34111111111111;"Wasmannia auropunctata";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Formicidae";"Wasmannia";"auropunctata";"Hymenoptera";5;5;"exact";NA;"predicts";NA;"predicts_NA"
"BZN-AM";"Wasmannia auropunctata";"HB1_1999__Vasconcelos 1  4";"Wasmannia auropunctata";"Vasconcelos 1999";"HB1_1999__Vasconcelos 1 4";"Abundance";"Formicidae";"Primary vegetation";"Minimal use";NA;-59.9730555555556;-2.36416666666667;"Wasmannia auropunctata";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Formicidae";"Wasmannia";"auropunctata";"Hymenoptera";6;6;"exact";NA;"predicts";NA;"predicts_NA"
"BZN-AM";"Wasmannia auropunctata";"HB1_1999__Vasconcelos 1  5";"Wasmannia auropunctata";"Vasconcelos 1999";"HB1_1999__Vasconcelos 1 5";"Abundance";"Formicidae";"Young secondary vegetation";"Minimal use";NA;-60.1052777777778;-2.34138888888889;"Wasmannia auropunctata";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Formicidae";"Wasmannia";"auropunctata";"Hymenoptera";653;653;"exact";NA;"predicts";NA;"predicts_NA"
"BZN-AM";"Wasmannia auropunctata";"HB1_2000__Vasconcelos 1  3";"Wasmannia auropunctata";"Vasconcelos et al. 2000";"HB1_2000__Vasconcelos 1 3";"Abundance";"Formicidae";"Primary vegetation";"Minimal use";NA;-60.1833333333333;-2.63472222222222;"Wasmannia auropunctata";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Formicidae";"Wasmannia";"auropunctata";"Hymenoptera";1;1;"exact";NA;"predicts";NA;"predicts_NA"
"BZN-AM";"Wasmannia auropunctata";"HB1_2000__Vasconcelos 1  4";"Wasmannia auropunctata";"Vasconcelos et al. 2000";"HB1_2000__Vasconcelos 1 4";"Abundance";"Formicidae";"Intermediate secondary vegetation";"Minimal use";NA;-60.1833333333333;-2.63472222222222;"Wasmannia auropunctata";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Formicidae";"Wasmannia";"auropunctata";"Hymenoptera";11;11;"exact";NA;"predicts";NA;"predicts_NA"
"BZN-AM";"Wasmannia auropunctata";"HB1_2000__Vasconcelos 1  5";"Wasmannia auropunctata";"Vasconcelos et al. 2000";"HB1_2000__Vasconcelos 1 5";"Abundance";"Formicidae";"Intermediate secondary vegetation";"Minimal use";NA;-60.1833333333333;-2.63472222222222;"Wasmannia auropunctata";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Formicidae";"Wasmannia";"auropunctata";"Hymenoptera";15;15;"exact";NA;"predicts";NA;"predicts_NA"
"BZN-AM";"Wasmannia auropunctata";"HB1_2000__Vasconcelos 1  6";"Wasmannia auropunctata";"Vasconcelos et al. 2000";"HB1_2000__Vasconcelos 1 6";"Abundance";"Formicidae";"Intermediate secondary vegetation";"Minimal use";NA;-60.1833333333333;-2.63472222222222;"Wasmannia auropunctata";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Formicidae";"Wasmannia";"auropunctata";"Hymenoptera";24;24;"exact";NA;"predicts";NA;"predicts_NA"
"BZN-AM";"Wasmannia auropunctata";"HB1_2000__Vasconcelos 1  7";"Wasmannia auropunctata";"Vasconcelos et al. 2000";"HB1_2000__Vasconcelos 1 7";"Abundance";"Formicidae";"Young secondary vegetation";"Minimal use";NA;-60.1833333333333;-2.63472222222222;"Wasmannia auropunctata";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Formicidae";"Wasmannia";"auropunctata";"Hymenoptera";33;33;"exact";NA;"predicts";NA;"predicts_NA"
"BZN-AM";"Wasmannia auropunctata";"HB1_2000__Vasconcelos 1  8";"Wasmannia auropunctata";"Vasconcelos et al. 2000";"HB1_2000__Vasconcelos 1 8";"Abundance";"Formicidae";"Young secondary vegetation";"Minimal use";NA;-60.1833333333333;-2.63472222222222;"Wasmannia auropunctata";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Formicidae";"Wasmannia";"auropunctata";"Hymenoptera";6;6;"exact";NA;"predicts";NA;"predicts_NA"
"BZN-AM";"Wasmannia auropunctata";"HB1_2000__Vasconcelos 1  9";"Wasmannia auropunctata";"Vasconcelos et al. 2000";"HB1_2000__Vasconcelos 1 9";"Abundance";"Formicidae";"Young secondary vegetation";"Minimal use";NA;-60.1833333333333;-2.63472222222222;"Wasmannia auropunctata";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Formicidae";"Wasmannia";"auropunctata";"Hymenoptera";11;11;"exact";NA;"predicts";NA;"predicts_NA"
"CLM-OO";"Acanthognathus brevicornis";"SE1_2012__Cabra 1 Aguas claras 1";"Acanthognathus brevicornis";"Cabra-García et al. 2012";"SE1_2012__Cabra 1 1";"Abundance";"Arthropoda";"Mature secondary vegetation";"Minimal use";NA;-75.935389;4.889417;"Acanthognathus brevicornis";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Formicidae";"Acanthognathus";"brevicornis";"Hymenoptera";1;1;"exact";NA;"predicts";NA;"predicts_NA"
"CLM-OO";"Acanthognathus brevicornis";"SE1_2012__Cabra 1 Aguas claras 25";"Acanthognathus brevicornis";"Cabra-García et al. 2012";"SE1_2012__Cabra 1 25";"Abundance";"Arthropoda";"Primary vegetation";"Minimal use";NA;-75.934694;4.894222;"Acanthognathus brevicornis";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Formicidae";"Acanthognathus";"brevicornis";"Hymenoptera";2;2;"exact";NA;"predicts";NA;"predicts_NA"
"CLM-OO";"Acanthognathus brevicornis";"SE1_2012__Cabra 1 Colindres 20";"Acanthognathus brevicornis";"Cabra-García et al. 2012";"SE1_2012__Cabra 1 20";"Abundance";"Arthropoda";"Primary vegetation";"Minimal use";NA;-76.4990359628;3.27661046017;"Acanthognathus brevicornis";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Formicidae";"Acanthognathus";"brevicornis";"Hymenoptera";1;1;"exact";NA;"predicts";NA;"predicts_NA"
"CLM-OO";"Acanthognathus brevicornis";"SE1_2012__Cabra 1 El Hatico 4";"Acanthognathus brevicornis";"Cabra-García et al. 2012";"SE1_2012__Cabra 1 4";"Abundance";"Arthropoda";"Mature secondary vegetation";"Minimal use";NA;-76.327922;3.642911;"Acanthognathus brevicornis";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Formicidae";"Acanthognathus";"brevicornis";"Hymenoptera";1;1;"exact";NA;"predicts";NA;"predicts_NA"
"CLM-OO";"Acanthognathus brevicornis";"SE1_2012__Cabra 1 El medio 5";"Acanthognathus brevicornis";"Cabra-García et al. 2012";"SE1_2012__Cabra 1 5";"Abundance";"Arthropoda";"Mature secondary vegetation";"Minimal use";NA;-76.0832451047;4.33716905582;"Acanthognathus brevicornis";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Formicidae";"Acanthognathus";"brevicornis";"Hymenoptera";3;3;"exact";NA;"predicts";NA;"predicts_NA"
"CLM-OO";"Acanthognathus brevicornis";"SE1_2012__Cabra 1 El vinculo 28";"Acanthognathus brevicornis";"Cabra-García et al. 2012";"SE1_2012__Cabra 1 28";"Abundance";"Arthropoda";"Primary vegetation";"Minimal use";NA;-76.2999001687;3.8369453831;"Acanthognathus brevicornis";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Formicidae";"Acanthognathus";"brevicornis";"Hymenoptera";1;1;"exact";NA;"predicts";NA;"predicts_NA"
"CLM-OO";"Acanthognathus brevicornis";"SE1_2012__Cabra 1 El vinculo 6";"Acanthognathus brevicornis";"Cabra-García et al. 2012";"SE1_2012__Cabra 1 6";"Abundance";"Arthropoda";"Mature secondary vegetation";"Minimal use";NA;-76.299431;3.838167;"Acanthognathus brevicornis";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Formicidae";"Acanthognathus";"brevicornis";"Hymenoptera";1;1;"exact";NA;"predicts";NA;"predicts_NA"
"CLM-OO";"Acanthognathus brevicornis";"SE1_2012__Cabra 1 Las Pilas 29";"Acanthognathus brevicornis";"Cabra-García et al. 2012";"SE1_2012__Cabra 1 29";"Abundance";"Arthropoda";"Primary vegetation";"Minimal use";NA;-76.002361;4.438306;"Acanthognathus brevicornis";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Formicidae";"Acanthognathus";"brevicornis";"Hymenoptera";1;1;"exact";NA;"predicts";NA;"predicts_NA"
"CLM-OO";"Acanthognathus brevicornis";"SE1_2012__Cabra 1 Miralindo 24";"Acanthognathus brevicornis";"Cabra-García et al. 2012";"SE1_2012__Cabra 1 24";"Abundance";"Arthropoda";"Primary vegetation";"Minimal use";NA;-75.862861;4.908083;"Acanthognathus brevicornis";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Formicidae";"Acanthognathus";"brevicornis";"Hymenoptera";2;2;"exact";NA;"predicts";NA;"predicts_NA"
"CLM-OO";"Acanthognathus brevicornis";"SE1_2012__Cabra 1 Miralindo 30";"Acanthognathus brevicornis";"Cabra-García et al. 2012";"SE1_2012__Cabra 1 30";"Abundance";"Arthropoda";"Primary vegetation";"Minimal use";NA;-75.8644789979;4.90479288778;"Acanthognathus brevicornis";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Formicidae";"Acanthognathus";"brevicornis";"Hymenoptera";1;1;"exact";NA;"predicts";NA;"predicts_NA"
"CLM-OO";"Acanthognathus brevicornis";"SE1_2012__Cabra 1 Miralindo 9";"Acanthognathus brevicornis";"Cabra-García et al. 2012";"SE1_2012__Cabra 1 9";"Abundance";"Arthropoda";"Mature secondary vegetation";"Minimal use";NA;-75.858472;4.905525;"Acanthognathus brevicornis";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Formicidae";"Acanthognathus";"brevicornis";"Hymenoptera";6;6;"exact";NA;"predicts";NA;"predicts_NA"
"CLM-OO";"Acanthognathus brevicornis";"SE1_2012__Cabra 1 San Julian 31";"Acanthognathus brevicornis";"Cabra-García et al. 2012";"SE1_2012__Cabra 1 31";"Abundance";"Arthropoda";"Primary vegetation";"Minimal use";NA;-76.528556;3.109722;"Acanthognathus brevicornis";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Formicidae";"Acanthognathus";"brevicornis";"Hymenoptera";4;4;"exact";NA;"predicts";NA;"predicts_NA"
